datetime,pm10_dusttrack
2017-04-17 15:00:00,0.02124000000000001
2017-04-17 18:00:00,0.017477777777777773
2017-04-17 21:00:00,0.012911111111111113
2017-04-18 00:00:00,0.014188888888888883
2017-04-18 03:00:00,0.01758888888888889
2017-04-18 06:00:00,0.020488888888888886
2017-04-18 09:00:00,0.03248888888888887
2017-04-18 12:00:00,0.022955555555555538
2017-04-18 15:00:00,0.018505747126436784
2017-04-18 18:00:00,0.019144444444444433
2017-04-18 21:00:00,0.01347777777777777
2017-04-19 00:00:00,0.009400000000000007
2017-04-19 03:00:00,0.01196666666666667
2017-04-19 06:00:00,0.015888888888888876
2017-04-19 09:00:00,0.02074444444444443
2017-04-19 12:00:00,0.023955555555555542
2017-04-19 15:00:00,0.022272727272727263
2017-04-19 18:00:00,0.027033333333333305
2017-04-19 21:00:00,0.026833333333333327
2017-04-20 00:00:00,0.027299999999999987
2017-04-20 03:00:00,0.027199999999999995
2017-04-20 06:00:00,0.03327777777777777
2017-04-20 09:00:00,0.036944444444444426
2017-04-20 12:00:00,0.01984444444444443
2017-04-20 15:00:00,0.01922222222222223
