17,4,17,15,43,14,55.40,30.50,900.57,49.40,4230.00,455.20,0.00,1090.00,1065740,67320, 
17,4,17,15,43,42,55.90,30.40,900.61,48.87,4434.00,462.40,0.00,786.00,332852,78380, 
17,4,17,15,44,11,56.00,30.20,900.61,49.06,4462.00,464.60,0.00,784.00,408256,0, 
17,4,17,15,44,39,55.90,30.10,900.60,49.03,4488.00,464.20,0.00,800.00,342964,0, 
17,4,17,15,45,8,56.10,30.10,900.62,48.99,4480.00,469.40,0.00,592.00,0,0, 
17,4,17,15,45,36,56.30,30.00,900.64,48.55,4506.00,463.20,0.00,690.00,407800,31500, 
17,4,17,15,46,4,56.30,29.90,900.59,47.89,4512.00,465.60,0.00,598.00,1452,0, 
17,4,17,15,46,33,56.50,29.80,900.64,48.30,4508.00,471.40,0.00,588.00,125092,0, 
17,4,17,15,47,1,56.60,29.70,900.62,47.67,4550.00,470.20,0.00,776.00,0,0, 
17,4,17,15,47,29,56.70,29.60,900.61,48.23,4550.00,471.20,0.00,788.00,0,0, 
17,4,17,15,47,58,56.90,29.60,900.56,48.71,4534.00,469.60,0.00,594.00,206912,0, 
17,4,17,15,48,26,57.00,29.50,900.65,48.30,4536.00,468.60,0.00,724.00,0,0, 
17,4,17,15,48,55,57.10,29.40,900.58,48.30,4502.00,470.20,0.00,590.00,0,0, 
17,4,17,15,49,23,57.20,29.40,900.57,48.71,4530.00,472.60,0.00,608.00,21972,0, 
17,4,17,15,49,51,57.50,29.30,900.53,48.71,4522.00,469.20,0.00,704.00,0,0, 
17,4,17,15,50,20,57.60,29.30,900.54,51.03,4516.00,467.60,0.00,636.00,0,0, 
17,4,17,15,50,48,57.70,29.20,900.56,49.53,4528.00,469.00,0.00,756.00,120368,0, 
17,4,17,15,51,17,57.80,29.10,900.58,49.30,4486.00,464.40,0.00,590.00,1380,0, 
17,4,17,15,51,45,58.00,29.10,900.60,50.30,4460.00,466.00,0.00,780.00,487572,0, 
17,4,17,15,52,13,58.10,29.10,900.56,53.30,4524.00,468.40,0.00,768.00,0,0, 
17,4,17,15,52,42,58.10,29.00,900.56,54.09,4512.00,467.20,0.00,614.00,207316,0, 
17,4,17,15,53,10,58.20,28.90,900.57,53.69,4512.00,465.20,0.00,590.00,118452,32496, 
17,4,17,15,53,39,58.30,28.90,900.56,53.12,4498.00,466.40,0.00,778.00,97964,0, 
17,4,17,15,54,7,58.50,28.90,900.56,49.27,4504.00,467.00,0.00,594.00,121612,0, 
17,4,17,15,54,35,58.60,28.80,900.54,48.42,4506.00,466.60,0.00,714.00,51980,0, 
17,4,17,15,55,4,58.60,28.80,900.59,47.75,4522.00,467.20,0.00,782.00,1284452,154080, 
17,4,17,15,55,32,58.70,28.80,900.55,47.72,4518.00,469.40,0.00,660.00,741424,71420, 
17,4,17,15,56,0,58.70,28.70,900.52,47.90,4530.00,465.00,0.00,582.00,520180,41612, 
17,4,17,15,56,29,58.80,28.70,900.54,46.43,4470.00,466.00,0.00,582.00,229048,60272, 
17,4,17,15,56,57,59.00,28.70,900.55,46.80,4548.00,468.60,0.00,634.00,439288,0, 
17,4,17,15,57,26,59.00,28.70,900.56,46.17,4486.00,466.60,0.00,752.00,270848,51376, 
17,4,17,15,57,54,59.20,28.60,900.54,45.32,4544.00,473.80,0.00,602.00,497312,89912, 
17,4,17,15,58,22,59.30,28.60,900.60,47.26,4550.00,469.20,0.00,586.00,117280,48196, 
17,4,17,15,58,51,59.30,28.50,900.58,48.11,4524.00,466.60,0.00,776.00,141012,72044, 
17,4,17,15,59,19,59.40,28.60,900.54,46.46,4504.00,467.40,0.00,780.00,293488,0, 
17,4,17,15,59,48,59.30,28.50,900.57,46.28,4498.00,467.40,0.00,662.00,100560,0, 
17,4,17,16,0,16,59.30,28.50,900.51,46.68,4560.00,472.60,0.00,712.00,239816,0, 
17,4,17,16,0,44,59.30,28.50,900.53,46.72,4550.00,472.40,0.00,584.00,239692,93952, 
17,4,17,16,1,13,59.30,28.50,900.53,46.64,4542.00,469.20,0.00,584.00,0,0, 
17,4,17,16,1,41,59.30,28.50,900.51,34.40,4550.00,467.80,0.00,660.00,117776,48704, 
17,4,17,16,2,10,59.40,28.40,900.57,35.02,4530.00,471.80,0.00,736.00,2532,0, 
17,4,17,16,2,38,59.20,28.40,900.54,35.94,4546.00,471.40,0.00,784.00,304640,171924, 
17,4,17,16,3,6,59.40,28.40,900.59,34.50,4534.00,469.00,0.00,584.00,263404,0, 
17,4,17,16,3,35,59.30,28.30,900.57,40.30,4520.00,468.40,0.00,740.00,887540,64668, 
17,4,17,16,4,3,59.50,28.40,900.54,39.67,4544.00,465.60,0.00,770.00,1473468,105524, 
17,4,17,16,4,31,59.40,28.40,900.57,42.88,4476.00,465.80,0.00,588.00,0,0, 
17,4,17,16,5,0,59.40,28.30,900.57,42.07,4486.00,466.40,0.00,736.00,0,0, 
17,4,17,16,5,28,59.40,28.30,900.57,13.86,4492.00,464.20,0.00,778.00,708840,115884, 
17,4,17,16,5,57,59.60,28.30,900.62,40.56,4488.00,461.20,0.00,782.00,282776,0, 
17,4,17,16,6,25,59.60,28.30,900.59,35.82,4550.00,471.00,0.00,764.00,336432,125952, 
17,4,17,16,6,53,59.60,28.30,900.61,35.79,4526.00,470.20,0.00,780.00,0,0, 
17,4,17,16,7,22,59.70,28.30,900.62,35.79,4530.00,468.20,0.00,726.00,139912,0, 
17,4,17,16,7,50,59.80,28.30,900.56,34.31,4500.00,464.00,0.00,772.00,637700,69280, 
17,4,17,16,8,19,59.70,28.30,900.58,34.75,4492.00,469.60,0.00,588.00,783032,57624, 
17,4,17,16,8,47,59.60,28.30,900.65,35.50,4420.00,463.40,0.00,782.00,43564,0, 
17,4,17,16,9,15,59.80,28.30,900.52,34.14,4482.00,470.40,0.00,612.00,288344,110008, 
17,4,17,16,9,44,59.80,28.30,900.68,38.38,4524.00,467.80,0.00,588.00,10672,0, 
17,4,17,16,10,12,59.90,28.30,900.67,38.74,4548.00,470.20,0.00,602.00,0,0, 
