17,4,21,0,0,2,99.90,19.80,905.82,0.49,4370.00,453.60,0.00,710.00,17000,0, 
17,4,21,0,0,31,99.90,19.80,905.85,0.49,4394.00,458.20,0.00,682.00,120332,0, 
17,4,21,0,0,59,99.90,19.80,905.80,0.49,4374.00,454.40,0.00,666.00,112908,0, 
17,4,21,0,1,27,99.90,19.80,905.76,0.49,4376.00,458.00,0.00,748.00,122096,0, 
17,4,21,0,1,56,99.90,19.80,905.80,0.49,4328.00,458.20,0.00,674.00,120556,0, 
17,4,21,0,2,24,99.90,19.80,905.79,0.49,4358.00,457.40,0.00,798.00,124832,0, 
17,4,21,0,2,53,99.90,19.80,905.75,0.49,4382.00,459.00,0.00,770.00,1980,0, 
17,4,21,0,3,21,99.90,19.80,905.77,0.49,4384.00,458.20,0.00,810.00,109976,0, 
17,4,21,0,3,49,99.90,19.80,905.79,0.49,4370.00,454.60,0.00,728.00,11284,0, 
17,4,21,0,4,18,99.90,19.80,905.80,0.49,4372.00,454.00,0.00,666.00,110240,0, 
17,4,21,0,4,46,99.90,19.80,905.73,0.49,4380.00,454.60,0.00,676.00,121240,0, 
17,4,21,0,5,15,99.90,19.80,905.77,0.49,4372.00,458.60,0.00,730.00,124836,0, 
17,4,21,0,5,43,99.90,19.80,905.78,0.49,4380.00,459.60,0.00,670.00,6152,0, 
17,4,21,0,6,11,99.90,19.80,905.73,0.49,4382.00,458.80,0.00,752.00,12348,0, 
17,4,21,0,6,40,99.90,19.80,905.77,0.49,4374.00,456.60,0.00,734.00,109388,0, 
17,4,21,0,7,8,99.90,19.80,905.71,0.49,4400.00,455.40,0.00,682.00,3280,0, 
17,4,21,0,7,36,99.90,19.80,905.73,0.49,4388.00,454.60,0.00,804.00,121536,0, 
17,4,21,0,8,5,99.90,19.80,905.74,0.49,4386.00,453.40,0.00,788.00,107560,0, 
17,4,21,0,8,33,99.90,19.80,905.69,0.49,4376.00,456.60,0.00,676.00,125576,0, 
17,4,21,0,9,2,99.90,19.80,905.69,0.49,4368.00,456.60,0.00,806.00,111436,0, 
17,4,21,0,9,30,99.90,19.80,905.73,0.49,4392.00,453.80,0.00,802.00,108656,0, 
17,4,21,0,9,58,99.90,19.80,905.67,0.49,4384.00,454.20,0.00,804.00,119980,0, 
17,4,21,0,10,27,99.90,19.80,905.62,0.49,4370.00,455.40,0.00,692.00,120852,0, 
17,4,21,0,10,55,99.90,19.80,905.67,0.49,4368.00,455.80,0.00,666.00,120628,0, 
17,4,21,0,11,24,99.90,19.80,905.68,0.49,4376.00,454.80,0.00,674.00,121908,0, 
17,4,21,0,11,52,99.90,19.80,905.65,0.49,4380.00,455.20,0.00,758.00,112384,0, 
17,4,21,0,12,20,99.90,19.80,905.56,0.49,4380.00,458.40,0.00,724.00,121040,0, 
17,4,21,0,12,49,99.90,19.80,905.68,0.49,4382.00,459.40,0.00,744.00,121044,0, 
17,4,21,0,13,17,99.90,19.80,905.71,0.49,4392.00,455.80,0.00,666.00,3120,0, 
17,4,21,0,13,46,99.90,19.70,905.65,0.49,4376.00,456.60,0.00,664.00,120852,0, 
17,4,21,0,14,14,99.90,19.80,905.67,0.49,4370.00,457.60,0.00,766.00,120104,0, 
17,4,21,0,14,42,99.90,19.70,905.61,0.49,4384.00,455.20,0.00,790.00,124576,0, 
17,4,21,0,15,11,99.90,19.70,905.64,0.49,4386.00,453.60,0.00,742.00,110464,0, 
17,4,21,0,15,39,99.90,19.70,905.66,0.49,4374.00,456.40,0.00,762.00,110076,0, 
17,4,21,0,16,7,99.90,19.70,905.66,0.49,4390.00,457.60,0.00,732.00,121264,0, 
17,4,21,0,16,36,99.90,19.70,905.65,0.49,4364.00,455.60,0.00,798.00,111560,0, 
17,4,21,0,17,4,99.90,19.70,905.64,0.49,4386.00,456.40,0.00,786.00,110188,0, 
17,4,21,0,17,33,99.90,19.70,905.68,0.49,4392.00,455.40,0.00,776.00,125372,0, 
17,4,21,0,18,1,99.90,19.70,905.65,0.49,4360.00,456.20,0.00,680.00,109792,0, 
17,4,21,0,18,29,99.90,19.70,905.62,0.49,4384.00,451.80,0.00,792.00,119100,0, 
17,4,21,0,18,58,99.90,19.70,905.61,0.49,4382.00,457.40,0.00,736.00,121184,0, 
